id	author_id	instance_id	centralLatitude	centralLongitude	areaCoordinates	DATE_FORMAT(createdAt,'_%Y_%m_%d_%H_%i_%s')	address
136	144	caetani	40.680247483457	-73.455104827881	40.680247483457,-73.455104827881	_2017_04_18_17_33_40	{"streetNumber":"1045-1049","streetName":"Park Boulevard","postalCode":"11762","locality":"Massapequa Park","subLocality":null,"country":"US"}
137	112	NULL	43.147900000000	12.109700000000		_2017_04_19_08_21_25	{"streetNumber":null,"streetName":"Unnamed Road","postalCode":"06069","locality":"Isola Maggiore","subLocality":null,"country":"IT"}
138	168	caetani	41.903063200000	12.466276000000		_2017_04_20_08_07_56	{"streetNumber":null,"streetName":"Parco Adriano","postalCode":"00193","locality":"Roma","subLocality":null,"country":"IT"}
139	134	caetani	44.261774327324	12.350890121982		_2017_04_20_09_57_13	{"streetNumber":"1","streetName":"Viale Roma","postalCode":"48015","locality":"Cervia","subLocality":null,"country":"IT"}
141	140	caetani	41.939252000000	12.424577900000		_2017_04_24_10_28_10	{"streetNumber":"8518-8574","streetName":"Via Trionfale","postalCode":"00135","locality":"Roma","subLocality":null,"country":"IT"}
142	157	caetani	41.882928600000	12.478459300000		_2017_04_24_16_08_06	{"streetNumber":"3","streetName":"Piazza dei Cavalieri di Malta","postalCode":"00153","locality":"Roma","subLocality":null,"country":"IT"}
143	157	caetani	41.905697800000	12.482327000000		_2017_04_24_16_58_01	{"streetNumber":"22-26","streetName":"Piazza di Spagna","postalCode":"00187","locality":"Roma","subLocality":null,"country":"IT"}
144	157	caetani	41.891936200000	12.476470700000		_2017_04_24_18_02_33	{"streetNumber":"9","streetName":"Lungotevere de' Cenci","postalCode":"00186","locality":"Roma","subLocality":null,"country":"IT"}
145	136	caetani	41.910405570911	12.422444522381		_2017_04_25_16_10_03	{"streetNumber":"3","streetName":"Piazza Pio IX","postalCode":"00167","locality":"Roma","subLocality":null,"country":"IT"}
146	158	caetani	41.891900000000	12.511300000000		_2017_04_25_20_28_34	{"streetNumber":"14","streetName":"Via di Porta Maggiore","postalCode":"00185","locality":"Roma","subLocality":null,"country":"IT"}
148	138	caetani	28.157440506313	-14.226180391510		_2017_04_26_07_48_23	{"streetNumber":"11","streetName":"Calle Caleta Mansa","postalCode":"35627","locality":"Costa Calma","subLocality":null,"country":"ES"}
149	135	caetani	39.496033300000	8.662969900000		_2017_04_26_08_04_10	{"streetNumber":"42","streetName":"Via Nazionale","postalCode":"09035","locality":"Gonnosfanadiga","subLocality":null,"country":"IT"}
150	134	caetani	44.242532700000	12.366950500000		_2017_04_26_09_28_01	{"streetNumber":"55A","streetName":"Viale Titano","postalCode":"48015","locality":"Cervia","subLocality":null,"country":"IT"}
152	135	caetani	39.722146700000	8.508602400000		_2017_04_26_10_26_12	{"streetNumber":null,"streetName":"Via Orri","postalCode":"09098","locality":"Marceddi","subLocality":null,"country":"IT"}
153	128	caetani	41.898605288082	12.476838228836		_2017_04_26_10_53_34	{"streetNumber":"29-30","streetName":"Via della Rotonda","postalCode":"00186","locality":"Roma","subLocality":null,"country":"IT"}
154	128	caetani	41.900932500000	12.483313000000		_2017_04_26_11_13_09	{"streetNumber":"98","streetName":"Piazza di Trevi","postalCode":"00187","locality":"Roma","subLocality":null,"country":"IT"}
155	172	caetani	41.851598128425	12.555656433106		_2017_04_26_11_27_41	{"streetNumber":"50","streetName":"Via Lemonia","postalCode":"00174","locality":"Roma","subLocality":null,"country":"IT"}
156	171	caetani	-43.467115000000	172.462927300000		_2017_04_26_11_29_33	{"streetNumber":"795","streetName":"Mcleans Island Road","postalCode":"8051","locality":"Christchurch","subLocality":"Mcleans Island","country":"NZ"}
157	150	caetani	41.905849900000	12.482345600000		_2017_04_26_14_23_26	{"streetNumber":"28","streetName":"Piazza di Spagna","postalCode":"00187","locality":"Roma","subLocality":null,"country":"IT"}
158	147	caetani	41.891619600000	12.461039300000		_2017_04_26_14_40_54	{"streetNumber":null,"streetName":"Piazzale Giuseppe Garibaldi","postalCode":"00165","locality":"Roma","subLocality":null,"country":"IT"}
